scene_name,scene_token,decision,tags,notes,representative_sample_token,representative_cam_front,location,description,reviewed_at
scene-0234,0053e9c440a94c1b84bd9c4223efc4b0,keep,,,4bb09361890b49cc8028d53cc64ffc2c,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708445412404.jpg,boston-seaport,"Truck, light turns green, peds, parked cars, right turn",2026-08-21T21:54:52
scene-0235,fb3aaad97849430cbc32891319c9be10,keep,,,08d2c9515d1043649a423b206e20baf1,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708452262404.jpg,boston-seaport,"Parked cars, stopped behind the truck, peds, ped on wheelchair",2026-08-21T21:55:02
scene-0236,2ba06ef7b3b44cbfad6d771981d86af9,keep,,,0060971bd6204e2090f92a3560f2d939,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708555512404.jpg,boston-seaport,"Peds, congestion, parked cars",2026-08-21T23:30:33
scene-0237,22daa579e9d54040b3f76a4eeef3a587,keep,,,f51af94531e14504bc3e42c2341fa9f7,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708589762404.jpg,boston-seaport,"Overtake heavy truck, stopped at intersection",2026-08-21T23:30:37
scene-0238,724957e51f464a9aa64a16458443786d,keep,,,7e9da3e7e60b4ca9ae0f2003db776fdf,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708640912404.jpg,boston-seaport,"Many peds, ped with pet, stopped bicycle, truck, cross intersection, car makes a u-turn, lane changing, peds crossing crosswalk, parked bicycle",2026-08-21T23:30:39
scene-0239,1977a1c98a6c4eb79fbc2a6dc0da9b0f,skip,,,7b350fa34b0e4a4d95008e1dcdcee7df,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708666912404.jpg,boston-seaport,"Peds waiting to cross the road, peds crossing, close-up peds",2026-08-21T23:30:48
scene-0240,d865cb18632040fdb4cb06b6e3331cdb,skip,,,e688bc7aad3a4bb78a9600f9d6a37a6a,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708686512404.jpg,boston-seaport,"Peds crossing road, overtake cars, truck passing by",2026-08-21T23:30:54
scene-0241,dc9ef63b61394d3d8effeb51919f2144,keep,,,44371c40f963440db76964300dcc00ce,samples/CAM_FRONT/n008-2018-07-27-12-07-38-0400__CAM_FRONT__1532708715912404.jpg,boston-seaport,"Overtake large truck, peds, parked bicycle",2026-08-21T23:30:56
scene-0242,19f47b8941094af29b8db20b255717fc,skip,,,9267585b32f3456fb1ecc68579f6c867,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867042862404.jpg,boston-seaport,"Heavy vehs, waiting at intersection for red light, cyclist",2026-08-21T23:30:58
scene-0243,28e4134bcd664522907277f1ceec2893,keep,,,dd326f93c9b34c939371509791b1304e,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867104662404.jpg,boston-seaport,"Semi truck, stopped at red light",2026-08-21T23:31:00
scene-0244,c9d654d4279c4efa9745a25ba6b373ee,keep,,,489f48c2544f4a93a7f36b7cc973f64a,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867159912404.jpg,boston-seaport,"Ped walking, stopped at red light",2026-08-21T23:31:01
scene-0245,bcb05cffb5814973a6cff4fbdca2b99b,keep,,,6a8cbfe2a1d64f62a92df4f6545e2a4c,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867219512404.jpg,boston-seaport,"Parked cars, peds, bridge, car overtaking ego vehicle, high speed, construction sign board, construction",2026-08-21T23:31:02
scene-0246,d1ac8e27ba8944a4a42a488cf2fedd74,skip,,,518980be259e43918a8d23f554c52a8e,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867247762404.jpg,boston-seaport,"Traffic cones, overtake parked car, Construction zone in right, peds crossing",2026-08-21T23:31:14
scene-0247,93bdbe60d6d0495cbb39d6c811554905,keep,,,3573b4e6e0134c218c5be060d555f75e,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867281912404.jpg,boston-seaport,"Construction vehicle, cone, lots of barriers, construction zone, cluster of pedestrians",2026-08-21T23:31:24
scene-0248,36b7b02f0f034f0595e3437a85554151,skip,,,a26b6091df414fd79d6b10badc709fbc,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867312912404.jpg,boston-seaport,"Wait at intersection, many peds",2026-08-21T23:31:27
scene-0249,35ecd252b8ee4cbc83376148e192a803,keep,,,0ef6e84ffb2545beaf1c6c101e46186f,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867344012411.jpg,boston-seaport,"Many peds, ped crossing road, parked cars",2026-08-21T23:31:29
scene-0250,892ed06c432448fe87ecb5d31756f14a,skip,,,393838af38a642fb89832c2b45ab8c40,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867371362404.jpg,boston-seaport,"Peds crossing road, bridge",2026-08-21T23:31:37
scene-0251,75ebb308bea04317adbc25554d5cd7f5,keep,,,022689cbf9ac48e9a8a0059ff99283de,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867409912404.jpg,boston-seaport,"Cars, peds, bicycle, heavy traffic",2026-08-21T23:31:40
scene-0252,7ca5e90766dc4b7bb6a9b3b0d95c99da,keep,,,3cda99d703dc40248e2546efc9042059,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867442912404.jpg,boston-seaport,"Many peds, parked bicycles, jaywalkers, arrive at intersection, cars",2026-08-21T23:31:43
scene-0253,7d6006ae9d8f406aa99756156ea4f70a,keep,,,ddf75e84665e411c97e3cbbea6eed99e,samples/CAM_FRONT/n008-2018-08-21-11-53-44-0400__CAM_FRONT__1534867523012404.jpg,boston-seaport,"Moving cars, parked cars, heavy traffic",2026-08-21T23:31:46
scene-0254,55c853d5aab04850a8059dc95e62c2ad,skip,,,e73386a5a57f46daa6c4aa57d6af6b33,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582464112404.jpg,boston-seaport,"Parked cars, long corridor, parking lot, flag, arrive at intersection",2026-08-21T23:31:47
scene-0255,6207269cb9474c14b01f9610b2ee30aa,skip,,,fe31c9866746439e802f1668c9d86d5b,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582498112404.jpg,boston-seaport,"Parking lot, turn left",2026-08-21T23:31:49
scene-0256,4959ccdac5774a088d0c9e10667f09f1,keep,,,005b1bf740504636bca02efb09eb120a,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582553362404.jpg,boston-seaport,"Pass by a jaywalker, parked car, stopped at red light",2026-08-21T23:31:57
scene-0257,b0be2e24e2234947867c7f555f6f59d2,keep,,,e490dfb84c5c47c9b883f769cf8da4e0,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582607162404.jpg,boston-seaport,"Wait at intersection, heavy trucks, bicyclist",2026-08-21T23:31:59
scene-0258,aa45d94630be481787f20121ce89a605,keep,,,45382d08ea7043729a8b4431bd1b493b,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582771262404.jpg,boston-seaport,"Parked cars, cone, active cars, construction vehicle",2026-08-21T23:32:11
scene-0259,5e270cfc71714e2bb94bad445c6159a4,keep,,,40cb4e11e17b41fbbdbe19453d6a5c6d,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533582902162404.jpg,boston-seaport,"Busy intersection, tram bus, construction sign board, many peds, turn right, parked cars",2026-08-21T23:32:21
scene-0260,3d42cd90a8184d9ebd3bb85b6416314d,keep,,,c9f8edc0efa0409fa5e6568265fe1e24,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533583056262404.jpg,boston-seaport,"Waiting at red light, in front of turning cars, active bicycle in the right",2026-08-21T23:32:23
scene-0261,14b96c255dee4a838a8d401302ac2852,skip,,,aed3c95e5f1749afbc1f9794bdc1f483,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533583194162404.jpg,boston-seaport,"Ped mending a bus, lots of barriers",2026-08-21T23:32:30
scene-0262,d654cae175de44319ace178994ed0329,skip,,,22ac2176fd554f57820712f6a82e1815,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533583268112404.jpg,boston-seaport,"Peds crossing, turn right, construction",2026-08-21T23:32:34
scene-0263,cffc45a1565446fab5014afb3da169e8,skip,,,1a8bbad2388b4180a59581a4b1cbfd70,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533583331112404.jpg,boston-seaport,"Turning heavy truck, parked cars",2026-08-21T23:32:35
scene-0264,9833ac6de5ae418f9e6d0eeb58e72beb,skip,,,d50a6fd33cb84746876837a71b11f3bd,samples/CAM_FRONT/n008-2018-08-06-15-06-32-0400__CAM_FRONT__1533583371012404.jpg,boston-seaport,"Parked cars, parked bicycles",2026-08-21T23:32:36
scene-0268,c3ab8ee2c1a54068a72d7eb4cf22e43d,keep,,,3c18f85f037744b6ae4c8a6f8dc578c2,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281449412460.jpg,singapore-onenorth,"Construction zone, stopped at red light, parked cars",2026-08-21T23:32:37
scene-0269,9f1f69646d644e35be4fe0122a8b91ef,skip,,,d02a787e344d40d78b57593a31fe1813,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281502662460.jpg,singapore-onenorth,"Parked bicycles, peds sitting outside the restaurant, parked scooter",2026-08-21T23:32:39
scene-0270,2ca15f59d656489a8b1a0be4d9bead4e,skip,,,adebba609dd34ac58da232e03ad80f89,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281556662460.jpg,singapore-onenorth,"Peds, pedestrian walk on the roadside, motorcycles",2026-08-21T23:32:40
scene-0271,8180a1dbbba3479bb0c7f4ff6e9a3f0e,skip,,,c591060534ac4c978a9601baa87c202b,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281623362460.jpg,singapore-onenorth,"Overtake parked car, parked bicycle",2026-08-21T23:32:40
scene-0272,080a52cb8f59489b9cddc7b721808088,skip,,,9a9f358664e64025a28fbffcf2ee0099,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281643162629.jpg,singapore-onenorth,"Stopped for oncoming car, motorcycle",2026-08-21T23:32:41
scene-0273,1aa633b683174280b243e0a9a7ad9171,skip,,,b87c4fce91d94856b3d8a39961e97fbb,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281688512460.jpg,singapore-onenorth,"Barriers, peds loading car trunk, luggage on sidewalk, parked bicycles, lane change",2026-08-21T23:32:42
scene-0274,9709626638f5406f9f773348150d02fd,skip,,,d813d750f591453a9b1bb905e6a88b48,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281845512460.jpg,singapore-onenorth,"Peds, construction zone, construction workers, barriers, cars, jaywalker",2026-08-21T23:32:43
scene-0275,8377abf77f464a9cb62eacf63f383422,skip,,,8fb167b9767d420b9c6368719bafb7b4,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281855862460.jpg,singapore-onenorth,"Peds, bus, barriers, stopped at intersection",2026-08-21T23:32:52
scene-0276,201b7c65a61f4bc1a2333ea90ba9a932,skip,,,ff6114d5779f4a058ec6c812afd56294,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281924162470.jpg,singapore-onenorth,"Intersection, peds, cars, scooter, parked bicycle",2026-08-21T23:32:58
scene-0277,848ac962547c4508b8f3b0fcc8d53270,skip,,,d5cb5a4a5e5245f8b6300ba482babbc2,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281939612460.jpg,singapore-onenorth,"Jaywalker, peds, parked bike",2026-08-21T23:33:00
scene-0278,91f797db8fb34ae5b32ba85eecae47c9,skip,,,2996dec1589e4dad840eb5801d27d255,samples/CAM_FRONT/n015-2018-07-11-11-54-16+0800__CAM_FRONT__1531281971662460.jpg,singapore-onenorth,"Motorcycle suddenly rushes out, truck, peds",2026-08-21T23:33:01
scene-0283,2d8e61ea27fd419ba9b708488e3f2f10,skip,,,5f67d79aecab406481a955f6e3509533,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535728813412404.jpg,boston-seaport,"Parking lot, right turn, approach policeman handling traffic",2026-08-21T23:33:01
scene-0284,4284a8d9b40d42edb9725543db91381e,skip,,,78def67140314eb8add0416b650ba03b,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535728837012404.jpg,boston-seaport,"Police lets us pass, left turn, ped stand beside the parked car, parking lot",2026-08-21T23:33:02
scene-0285,26540bfbab79463cb1ba76b52ec6013b,skip,,,3279235cfeba4644b16a03ffe93c3879,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535728864412404.jpg,boston-seaport,"Cross intersection, construction, barriers, construction worker walking along the barriers",2026-08-21T23:33:03
scene-0286,363bb6c0fdaf465aa54c39f082bb92c6,skip,,,e5cc9c864252471e810a1974fb0a5776,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535728937912404.jpg,boston-seaport,"Wait at intersection, turn right, follow and overtake truck and bus",2026-08-21T23:33:11
scene-0287,ab8bf18dfce14db4b8213b88f5dc1429,skip,,,77b4795ddc7548dcac731d7d5097f093,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535728957412404.jpg,boston-seaport,"Overtake heavy truck, stopped motorcycle, parking lot, peds, arrive at intersection",2026-08-21T23:33:20
scene-0288,5ab815cbcfee494499e41151890d6d8f,skip,,,4071db1a476942679180216570fb6004,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535728968412446.jpg,boston-seaport,"Ped crossing, crane crossing intersection, two big trucks moving, moving construction vehicle",2026-08-21T23:33:22
scene-0289,9a442b0f6b7a41568b3e4f7b7ba58402,keep,,,8e0326639b074d48b44367779c46cbb5,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729036362404.jpg,boston-seaport,"Dense traffic, car overtaking us, digital traffic sign, parked cars, bike rack",2026-08-21T23:33:24
scene-0290,bd850592cd2541288b177b8e20baa31e,keep,,,83802dae4aaf48c4bb371b41f8bde25c,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729089362404.jpg,boston-seaport,"Light turns green at busy intersection, big street, parked cars",2026-08-21T23:33:25
scene-0291,59ff984c3143486da7d2c4ffec023b36,skip,,,4aa9e3f3bc8c4d70aee6b9ee9d905cc1,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729108912404.jpg,boston-seaport,"Big street, construction, SUV overtaking",2026-08-21T23:33:28
scene-0292,7ef04cdbd04c4b67a22f59502cb8fac6,skip,,,0de98987fe07471ba19ad40e57a597a6,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729132412404.jpg,boston-seaport,"Lane change, construction",2026-08-21T23:33:30
scene-0293,6308d6d934074a028fc3145eedf3e65f,skip,,,e47d3c0c89fd40e69c3f095a80cb130e,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729152512404.jpg,boston-seaport,"Construction, parked cars",2026-08-21T23:33:32
scene-0294,5c2fc0a595c9435cb08e30700c63f9e9,skip,,,fe7528cc45074f2e996836ebea4613af,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729172162404.jpg,boston-seaport,"Bridge, skateboarder, wheelchair, peds, truck, arrive at intersection, parked cars",2026-08-21T23:33:33
scene-0295,63252988084b4943a50734990c47e039,skip,,,20c9ef7b907f435f8c965fb360c05150,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729208362404.jpg,boston-seaport,"Wait at intersection, cars and trucks coming from both sides",2026-08-21T23:33:34
scene-0296,1a819a84e3494177b47bea8c7f0770ec,skip,,,cfd94d50cb86463585432d64b22d1a4f,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729228412404.jpg,boston-seaport,"Wait at intersection, cyclist crossing intersection",2026-08-21T23:33:35
scene-0297,3bc4553925494890a21ef7a15c40eaed,skip,,,26b2f114ab714e21828e81af09834bdc,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729248112404.jpg,boston-seaport,"Right turn, peds crossing, cross intersection, cyclist",2026-08-21T23:33:36
scene-0298,84f4c0747550493f959595dae6785cd3,skip,,,e402088299f94647bbff7aba00f54fb5,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729267912404.jpg,boston-seaport,"Turn right, cross bridge, peds",2026-08-21T23:33:37
scene-0299,7f8714d8ca814914bf4ff3ed30123db5,skip,,,34b97500b1a347788bd5a7f563f6dc00,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729288412404.jpg,boston-seaport,"Cross bridge, peds, ban, parked bicycle",2026-08-21T23:33:38
scene-0300,da783af4b5124333911684dbaf31d969,keep,,,68b1d3b926e34c5bb388576dd5a632a2,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729308412404.jpg,boston-seaport,"Bike rack, peds walking, parked cars, jaywalker",2026-08-21T23:33:40
scene-0301,85a9c262809d4ac49d2a9b1f8a1487e8,skip,,,e99ffa58ea3348e095ed3e8a7230017b,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729336912404.jpg,boston-seaport,"Arrive at intersection, ped loading car trunk, ped with dog crossing crosswalk, bus",2026-08-21T23:33:46
scene-0302,c6da5920d2bc459bb3bc51ee6b9fdd7e,skip,,,5e80fb46269d4f4db5eb09b1b3846f2c,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729407412404.jpg,boston-seaport,"Huge parking lot, dense traffic",2026-08-21T23:33:48
scene-0303,9a0d2af517ff44f587c93254ee657215,skip,,,b22ea54c5464480698925e43fdb60f2a,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729432612404.jpg,boston-seaport,"Cross intersection, construction, large group of cones",2026-08-21T23:33:49
scene-0304,f123185f3bb64faebc08d4453aec2659,skip,,,2fe166f28cf4428b8ba2f92e67cc848c,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729518162404.jpg,boston-seaport,"Cross intersection, turning truck, parked truck",2026-08-21T23:33:50
scene-0305,8c7dfcee70754286959b80c6cfe2d246,skip,,,6f2a5163c93b4611bcd12095103d7e92,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729546412404.jpg,boston-seaport,"Barriers, parked cars",2026-08-21T23:33:58
scene-0306,7540f31d12f1439db67a50be7726c70d,skip,,,76a1693b39bc4154ac4e3a23f28e0ed5,samples/CAM_FRONT/n008-2018-08-31-11-19-57-0400__CAM_FRONT__1535729560412404.jpg,boston-seaport,"Parked cars, bicyclist waiting in the middle of the intersection",2026-08-21T23:34:01
scene-0315,dbe2eceb3e4649289366f674c2ba4274,skip,,,f46c7c145c274da68613115212211f24,samples/CAM_FRONT/n015-2018-07-27-11-24-31+0800__CAM_FRONT__1532661920912460.jpg,singapore-queenstown,"Peds, bus stop, oncoming cars, parked lot, bump, slope",2026-08-21T23:34:03
scene-0316,c74a3a7265ae45f99f65628fbd7cd2a4,skip,,,68ad0f17bcc64e129e43040c3be4d60c,samples/CAM_FRONT/n015-2018-07-27-11-24-31+0800__CAM_FRONT__1532662092862460.jpg,singapore-queenstown,"Parked bicycles, ped, cars at opp lane",2026-08-21T23:34:04
scene-0317,fc9068b303e448a6bbcefd37204386a9,skip,,,c8b1e8de62b04d4294445d83c1320fda,samples/CAM_FRONT/n015-2018-07-27-11-24-31+0800__CAM_FRONT__1532662161012460.jpg,singapore-queenstown,"Bus drops off passenger, overtake bus, peds, bus at roundabout, jaywalker",2026-08-21T23:34:04
scene-0318,4b48dfc43a3f411b88a71031d77e5696,skip,,,0e64420eb1f047f8909c96af853bcbb8,samples/CAM_FRONT/n015-2018-07-27-11-24-31+0800__CAM_FRONT__1532662220862460.jpg,singapore-queenstown,"Buses, overtake bus, peds, motorcycles",2026-08-21T23:34:05
scene-0321,69ee276c40644ddbb7fe21c613cd7689,skip,,,9134b0a4ba744f67b4872a58925bf654,samples/CAM_FRONT/n008-2018-08-28-16-16-48-0400__CAM_FRONT__1535487895112404.jpg,boston-seaport,"Ped, heavy traffic flow, peds, parked car",2026-08-21T23:34:08
scene-0323,53484b9d012842bb98719a9d12b038ca,skip,,,d909f14dab1f40e38dd6f3c6e3d4bacd,samples/CAM_FRONT/n008-2018-08-28-16-16-48-0400__CAM_FRONT__1535488253012404.jpg,boston-seaport,Several peds crossing road at crosswalk,2026-08-21T23:34:09
scene-0324,13c6a31ab85547b08dab2544024553a8,keep,,,b2dd92d56ed44ae288255bf3ec1b13bd,samples/CAM_FRONT/n008-2018-08-28-16-16-48-0400__CAM_FRONT__1535488470262404.jpg,boston-seaport,"Parked cars, cones, reduce speed for traffic light",2026-08-21T23:34:10
scene-0328,cc9d6954dc6448359fc1e8aeafc5f760,skip,,,2176e439103b4f9eb30b1424c8344df6,samples/CAM_FRONT/n008-2018-08-27-11-48-51-0400__CAM_FRONT__1535385467112404.jpg,boston-seaport,"Jaywalker, parked cars, right turn, right turn",2026-08-21T23:34:12
scene-0329,5eaff323af5b4df4b864dbd433aeb75c,skip,,,1463c5e376a945f1950fce5247eb2953,samples/CAM_FRONT/n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967841912404.jpg,boston-seaport,"Parked trucks, parked cars, avoid parked truck, ped, turn right",2026-08-21T23:34:13
scene-0330,3927699fa562451a98bb13bf8405361d,skip,,,fa9853c0f9bf414f8ccc9654ae9b0775,samples/CAM_FRONT/n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534967937862404.jpg,boston-seaport,"Ped walking along the road, bus stops with waiting passenger, dense parked cars at the left",2026-08-21T23:34:13
scene-0331,9d1307e95c524ca4a51e03087bd57c29,skip,,,ddbf483cd9a34b7495867ad4e743dda8,samples/CAM_FRONT/n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968039862404.jpg,boston-seaport,"Heavy truck, container, turn left",2026-08-21T23:34:14
scene-0332,93608f0d57794ba6b014314c488e2b4a,skip,,,e076002814294765abad22d58bdedbf4,samples/CAM_FRONT/n008-2018-08-22-15-53-49-0400__CAM_FRONT__1534968256412404.jpg,boston-seaport,"Peds crossing, parked cars",2026-08-21T23:34:16
scene-0344,6d872d1448814fd189e631b1187c3771,skip,,,a1914259fc2542dbaf82def95b83f9d5,samples/CAM_FRONT/n015-2018-08-02-17-16-37+0800__CAM_FRONT__1533201565412460.jpg,singapore-onenorth,"Wait at intersection, construction, bus, scooter",2026-08-21T23:34:16
scene-0345,fcc020250f884397965ba00c1d9ad9e6,skip,,,ad830c774eb7484a87fd2c776c570c2f,samples/CAM_FRONT/n015-2018-08-02-17-16-37+0800__CAM_FRONT__1533201592012460.jpg,singapore-onenorth,"Cross the intersection, construction, scooter, turn right, parked buses, navigated through traffic cones",2026-08-21T23:34:17
scene-0346,a499ee875da34e2b9655afb999edb8a9,skip,,,b78469963c894087b7093a07df2b3fcc,samples/CAM_FRONT/n015-2018-08-02-17-16-37+0800__CAM_FRONT__1533201738412460.jpg,singapore-onenorth,"Cross intersection, scooter, nature, peds crossing",2026-08-21T23:34:18
scene-0347,af128e79b77a4a4b8bfcd997c320b2a9,skip,,,f894634842c34825a6a71b655f061b19,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202210662460.jpg,singapore-onenorth,"Avoid parked cars, lane change, stop at intersection, ped",2026-08-21T23:34:19
scene-0348,566311b8201e416f9f99463656dcadce,skip,,,5c9b0b324c9445abbe0657c98d9408b9,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202263862460.jpg,singapore-onenorth,"Turn right, bus, peds, narrow street",2026-08-21T23:34:20
scene-0349,c24317a5c0cb4f5c9fd31740eb1152f2,skip,,,84be933be84649c4ace40b3730ac400d,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202367662460.jpg,singapore-onenorth,"Cones, parked car blocking ego vehicle, wait and overtake",2026-08-21T23:34:20
scene-0350,d825d5544592463e8c138473502dfeea,skip,,,be6238d31cfa479aab0da9180702d569,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202387512460.jpg,singapore-onenorth,"Nature, parked truck, peds, peds with luggage, sitting ped, parked bicycles, bridge, taxi, concrete truck, turn left, stopped truck",2026-08-21T23:34:21
scene-0351,a99120daccb24bcd941b33e6e03bf718,skip,,,0d060a8bd2a1494298438c3f370a05de,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202407912460.jpg,singapore-onenorth,"Turn left, parked bus, concrete truck, turn left",2026-08-21T23:34:31
scene-0352,1d914f73a4a243c3acac50d24f083aac,skip,,,037feb870dad487183b8ba38e916e4ec,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202428012460.jpg,singapore-onenorth,"Follow concrete truck, construction, traffic cones on the opposite side of the road",2026-08-21T23:34:31
scene-0353,6746ba640c0e45c7961efbe6af51757e,skip,,,1da12e6a4faf452fa7b803319f22ec82,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202479612460.jpg,singapore-onenorth,"Start at intersection, cross intersection, construction, parked bicycle, stop at intersection",2026-08-21T23:34:32
scene-0354,312102fd97de4bd4859374946e24ccdc,skip,,,39648d5dc72645078f80d56078090d52,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202567612460.jpg,singapore-onenorth,"Start at intersection, truck, bus, construction zone, parked bicycle",2026-08-21T23:34:33
scene-0355,2f093cad7209436aa06e103bfe062857,skip,,,7db0a6adf1b040e0ba30b4d21b888a3b,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202618662460.jpg,singapore-onenorth,"Construction worker, construction, blocking us, then giving sign to start",2026-08-21T23:34:34
scene-0356,7bcc4753bdb64d2cb407b55cc4e4527f,skip,,,064470818aa545a2afb23f50f52fe30f,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202638762460.jpg,singapore-onenorth,"Arrive at intersection, construction, digger turning, peds crossing, bus",2026-08-21T23:34:34
scene-0357,f0294478e1994642bac453f1e84610df,skip,,,c11f12a371914a809f22c36d1925099e,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202658262460.jpg,singapore-onenorth,"Wait at intersection, digger turning, peds, construction, worker putting down cones",2026-08-21T23:34:35
scene-0358,2121cc12888e47ce856dc5391f202594,skip,,,e9be05fee6674126ac20b0b7a40de941,samples/CAM_FRONT/n015-2018-08-02-17-28-51+0800__CAM_FRONT__1533202678662460.jpg,singapore-onenorth,"Wait at intersection, construction, heavy vehicle reversing, several peds waiting for crossing",2026-08-21T23:34:36
